sentiment,negative reviews
negative,I can't believe how horrible this place was. The WiFi speed was a disaster and the pool was appalling.
negative,Worst experience ever! The pathetic was air conditioning and the bathroom facilities ruined my trip.
negative,I can't believe how disgusting this place was. The location was a disaster and the breakfast options was appalling.
negative,"The stay was completely unacceptable. The bathroom facilities was awful, and the pool was unacceptable."
negative,Worst experience ever! The miserable was food quality and the pool ruined my trip.
negative,Never staying here again! The dirty was completely restaurant service and the breakfast options was miserable.
negative,A huge letdown. The disgusting was air conditioning and the WiFi speed was below standard.
negative,"The stay was completely pathetic. The WiFi speed was awful, and the customer service was unacceptable."
negative,Avoid at all costs! The dirty was food quality and the breakfast options made it unbearable.
negative,Avoid at all costs! The awful was gym and the parking availability made it unbearable.
negative,Do yourself a favor and skip this one. The terrible was security and the bed comfort was unacceptable.
negative,A huge letdown. The unbearable was security and the gym was below standard.
negative,Avoid at all costs! The disgusting was breakfast options and the gym made it unbearable.
negative,Avoid at all costs! The dreadful was air conditioning and the bar made it unbearable.
negative,Worst experience ever! The unbearable was view from the room and the room cleanliness ruined my trip.
negative,"The stay was completely disgusting. The view from the room was awful, and the restaurant service was unacceptable."
negative,"I regret booking here. The subpar was so view from the room, and the WiFi speed was even worse."
negative,Avoid at all costs! The shocking was bed comfort and the spa made it unbearable.
negative,"The stay was completely shocking. The restaurant service was awful, and the parking availability was unacceptable."
negative,I can't believe how shocking this place was. The room cleanliness was a disaster and the gym was appalling.
negative,"The stay was completely shocking. The food quality was awful, and the pool was unacceptable."
negative,A huge letdown. The terrible was restaurant service and the pool was below standard.
