sentiment,negative reviews
negative,Do yourself a favor and fly elsewhere. The poor was food quality and the ticket pricing was the worst.
negative,"Had high hopes, but the horrible was WiFi speed and the food quality was disappointing."
negative,A huge disappointment. The uncomfortable was security and the in-flight announcements was below standard.
negative,"Had high hopes, but the frustrating was bathroom cleanliness and the aircraft cleanliness was disappointing."
negative,Avoid this airline! The frustrating was turbulence handling and the seat comfort was a nightmare.
negative,Worst flight ever! The frustrating was punctuality and the aircraft cleanliness ruined my experience.
negative,"I regret booking with this airline. The poor was so turbulence handling, and the security made it worse."
negative,Never flying with them again! The awful was completely flight entertainment and the food quality was miserable.
negative,It was a disaster! The horrible was aircraft cleanliness and the customer service was simply awful.
negative,Avoid this airline! The nightmarish was snack options and the bathroom cleanliness was a nightmare.
negative,"Had high hopes, but the uncomfortable was ticket pricing and the aircraft cleanliness was disappointing."
negative,A huge disappointment. The nightmarish was air conditioning and the boarding process was below standard.
negative,A huge disappointment. The horrible was seat comfort and the ticket pricing was below standard.
negative,"The flight was completely awful. The WiFi speed was awful, and the flight entertainment was unacceptable."
negative,A huge disappointment. The poor was snack options and the customer service was below standard.
negative,Avoid this airline! The horrible was air conditioning and the baggage handling was a nightmare.
negative,It was a disaster! The disastrous was air conditioning and the ticket pricing was simply awful.
negative,"I can't believe how poor this flight was. The punctuality was a mess, and the in-flight announcements was unacceptable."
negative,A huge disappointment. The frustrating was bathroom cleanliness and the ticket pricing was below standard.
negative,Avoid this airline! The frustrating was snack options and the flight entertainment was a nightmare.
negative,It was a disaster! The uncomfortable was ticket pricing and the customer service was simply awful.
negative,A huge disappointment. The uncomfortable was in-flight announcements and the legroom was below standard.
negative,Never flying with them again! The terrible was completely boarding process and the customer service was miserable.
negative,"I can't believe how poor this flight was. The food quality was a mess, and the punctuality was unacceptable."
negative,"Had high hopes, but the uncomfortable was air conditioning and the seat comfort was disappointing."
negative,Worst flight ever! The poor was flight entertainment and the ticket pricing ruined my experience.
negative,"I regret booking with this airline. The terrible was so ticket pricing, and the snack options made it worse."
negative,"I regret booking with this airline. The terrible was so snack options, and the overhead storage made it worse."
negative,Do yourself a favor and fly elsewhere. The nightmarish was customer service and the WiFi speed was the worst.
